Code,Subject,Year Level,Band,Strand,Descriptor,elaborations,Linked Achievement IDs
AC9S4I04,Science,Year 4,,Science Inquiry Skills,"construct and use representations, including tables, simple column graphs and visual or physical models, to organise data and information, show simple relationships and identify patterns","using virtual or role-play food chain simulations to explore effects of changing numbers of producers or consumers in a habitat|using maps to locate water sources in the local area, or constructing maps to show sites of water wastage in the school grounds|constructing column graphs to compare numbers of objects made of particular materials or distances moved by objects experiencing frictional forces|using force arrows to show forces operating on objects",
AC9S4I05,Science,Year 4,,Science Inquiry Skills,"compare findings with those of others, consider if investigations were fair, identify questions for further investigation and draw conclusions","identifying instances during investigations where elements may have been changed in error, resulting in an unfair test|comparing findings of water use surveys and discussing differences between home and school, or between each other’s homes|comparing designed solutions, such as toys, lunchboxes or structures, to determine fitness for purpose of selected materials|comparing findings from investigations with peers and asking questions about factors that may have led to any differences in findings|identifying unexpected findings and posing questions for further investigation|drawing conclusions that reflect their data and information",
AC9S4I06,Science,Year 4,,Science Inquiry Skills,"write and create texts to communicate findings and ideas for identified purposes and audiences, using scientific vocabulary and digital tools as appropriate","discussing the purpose of a text and identifying vocabulary appropriate to the topic and audience|acknowledging and learning about First Nations Australians’ ways of representing and sharing information about water sources|sharing ideas about ways to represent feeding relationships including using drawings, labels, images or models|producing an informative text using scientific vocabulary to explain the impact of introduced predators on food chains|constructing a report using scientific vocabulary to explain which materials are best suited to be used for making particular products, such as nylon for tents, rubber for shoes or wool for warm clothing|creating posters, a song, slideshow or performance to encourage the school community to save water",
AC9S5U01,Science,Year 5,,Science Understanding,examine how particular structural features and behaviours of living things enable their survival in specific habitats,"identify physical and behavioural characteristics that enable a plant or animal to survive, such as being able to see in dim light and being nocturnal|exploring features of plants and animals that enable them to survive in Australia’s desert environments, such as bottle (or boab) trees and the water-holding frog|investigating how camouflage is used by animals to hide from predators and to ambush prey|using physical or digital simulations to explore how the shape of animals’ body parts, such as the beak of a particular bird species, influence their ability to find food and survive in a given environment|investigating First Nations Australians’ knowledges of the structural features of certain species and how those features can be exploited",
AC9S5U02,Science,Year 5,,Science Understanding,"describe how weathering, erosion, transportation and deposition cause slow or rapid change to Earth’s surface","identifying types of weathering caused by mechanical means such as by wind abrasion, cycles of extreme heat or cold, and frost wedging; and biological means such as by plants and tree roots|exploring how erosion can be caused by moving air or moving water and how substances such as surface soil are relocated, and identifying examples of erosion on a local or regional scale|analysing the difference between weathering and erosion and comparing the timescales over which these processes can occur|modelling the effects of erosion on a simulated landscape and exploring factors that mitigate its effects|investigating how humans have changed local landscapes and predicting the effect these changes might have on rates of erosion|considering how First Nations Australians are impacted by the rapid erosion of sand dunes and the resulting effect of saltwater on culturally significant freshwater swamps|considering the effects of significant rainfall, such as a monsoon, on the transportation and deposition of river sediments in the Asia-Pacific region",
AC9S5U03,Science,Year 5,,Science Understanding,"identify sources of light, recognise that light travels in a straight path and describe how shadows are formed and light can be reflected and refracted","distinguishing between natural (such as glow worms, the sun and stars) and artificial (such as light bulbs or candles) sources of light|investigating the shadows that are formed when light is completely or partially blocked by an object, such as when using a sundial or shadow puppets|drawing ray diagrams to show how the path of light from a source reflects off surfaces into the eye|observing refraction of light using prisms or water droplets and examining the rainbow effect produced|exploring how 'holograph' videos use the refractive properties of light to create an image that appears to be 3-dimensional|exploring the use of reflection of light by mirrors such as in periscopes and mirror mazes|recognising First Nations Australians’ understanding of refraction as experienced in spearfishing and in shimmering body paint, and reflection as evidenced by materials selected for construction of housing",
AC9S5U04,Science,Year 5,,Science Understanding,"explain observable properties of solids, liquids and gases by modelling the motion and arrangement of particles","classifying substances as solids, liquids and gases and investigating their properties|exploring examples that demonstrate that gases have mass, such as blowing air through straws to move objects or using a balance to compare an empty balloon to one filled with air|using role-play to model the arrangement and motion of particles in solids, liquids and gases|observing a virtual demonstration of coloured gases being compressed and providing an explanation for the change in colour intensity|exploring, through guided discussion, ideas about what is between particles|recognising First Nations Australians’ knowledges and understandings of solids, liquids and gases and how these knowledges are applied in a range of processes and practices, including the extraction of oils, medical therapies and cooking",
AC9S5H01,Science,Year 5,,Science as a Human Endeavour,examine why advances in science are often the result of collaboration or build on the work of others,"researching how the recent discovery of a biofluorescent flying squirrel led to discoveries of more fluorescent mammals, such as wombats, bilbies, echidna and bandicoots as scientists collaborated with other scientists across fields of science and internationally|researching why European naturalists and scientists first thought the platypus was a faked animal, and how scientists such as those in the Platypus Conservation Initiative are collaborating in ongoing research to understand the features and behaviours of platypuses|investigating how contemporary soil erosion management practices adapt and build on First Nations Australians’ fire management and agricultural practices|exploring why developing new erosion mitigation techniques such as contour banks and strip cropping requires geologists, hydrologists and farmers to collaborate|exploring how understanding of light and optics has developed by comparing the ideas of Plato, Euclid, Ptolemy, Ibn al-Haytham and Roger Bacon",
AC9S5H02,Science,Year 5,,Science as a Human Endeavour,"investigate how scientific knowledge is used by individuals and communities to identify problems, consider responses and make decisions","considering how decisions are made to farm particular crops or animals depending on local habitats, such as considering their ability to withstand drought or cold weather|examining how communities use knowledge of erosion processes to design landscape features that reduce erosion in fragile environments|examining how knowledge of erosion is used by park rangers to design rules such as keeping to the path and not climbing sandstone, and built features such as channel drains on paths, railings and barriers to protect the park environment and First Nations Australians’ heritage sites|researching the impacts of light pollution and exploring how communities have used scientific knowledge to reduce light pollution, such as through the use of covered bulbs facing downwards in streetlights, automated systems to turn off streetlights and motion sensors on outdoor lights at home and in public places|investigating how and why people used properties of light to design signal lamps to communicate via Morse code and where they continue to be used",
AC9S5I01,Science,Year 5,,Science Inquiry Skills,pose investigable questions to identify patterns and test relationships and make reasoned predictions,"posing questions that can be investigated scientifically, such as: ‘Do all animals which live in desert habitats have ways to survive without water?’|acknowledging and using information from First Nations Australians to guide the formulation of investigable questions about structural features and behaviours of living things|posing investigable questions about landscape features and how they were changed by weathering, erosion, transportation or deposition|asking questions and making predictions to test relationships, such as: ‘Will there be more erosion of steeper slopes? Will this organisation of mirrors enable me to see around corners? Are animals that camouflage well more likely to survive predation?’|making reasoned predictions about the habitat a plant or animal lives in or the observable effect of light interacting with an object",
AC9S5I02,Science,Year 5,,Science Inquiry Skills,"plan and conduct repeatable investigations to answer questions, including, as appropriate, deciding the variables to be changed, measured and controlled in fair tests; describing potential risks; planning for the safe use of equipment and materials; and identifying required permissions to conduct investigations on Country/Place","considering different ways to approach investigations, such as researching, using trial and error, experimental testing, field observations, using digital tools to record observations or development of virtual simulations|planning and recording the method to be used in an investigation so that it could be repeated by someone else|making decisions on the variables to be changed, measured and controlled in fair tests, such as measuring the length and size of a shadow formed by different light sources|using a map or aerial photographs to predict local sites likely to be affected by erosion, and collaboratively planning a field excursion to collect observations|explaining rules for safe processes and use of equipment and materials, and potential risks to themselves or others when conducting an investigation|consulting with First Nations Australians to identify local areas that require permission before accessing|consulting with First Nations Australians to guide the planning of scientific investigations, considering potential risks for field investigations",
AC9S5I03,Science,Year 5,,Science Inquiry Skills,"use equipment to observe, measure and record data with reasonable precision, using digital tools as appropriate","exploring which equipment gives the most reasonable precision for the measurements of data required in the investigation|exploring the precision of measurements of different equipment such as a cup compared with a measuring jug and discussing why precision is important in measurement|recording data using standard units, such as grams, second and metre, and developing the use of standard prefixes for metric units such as kilo- and milli-|recording data in tables and diagrams or electronically as digital images and spreadsheets",
AC9S5I04,Science,Year 5,,Science Inquiry Skills,"construct and use appropriate representations, including tables, graphs and visual or physical models, to organise and process data and information and describe patterns, trends and relationships","using annotated digital photography or field sketches to describe structural features of plants or animals|constructing a column graph to illustrate the relationship between predation and an animal feature such as colour as indicated by a simulation, and using values to represent the outcomes of repeated simulations|modelling landscapes using materials such as sand, gravel, soil and rocks to show effects of erosion by water|constructing labelled ray diagrams to represent observations and compare how light interacts with different objects|using maps to identify patterns in erosion site locations or aerial photographs to show effects of erosion over time",
AC9S5I05,Science,Year 5,,Science Inquiry Skills,"compare methods and findings with those of others, recognise possible sources of error, pose questions for further investigation and select evidence to draw reasoned conclusions","comparing methods and findings with those of others to determine if the investigation was a fair test|recognising errors that could have occurred during investigations including changing too many variables, incorrect or misreading of measurements, or changes in environmental factors|comparing, in small groups, proposed reasons for findings and explaining their reasoning and posing further questions|discussing the difference between data and evidence and examining how evidence is selected|reflecting on inferences made from observations and analysis of the data to draw a reasoned conclusion",
AC9S5I06,Science,Year 5,,Science Inquiry Skills,"write and create texts to communicate ideas and findings for specific purposes and audiences, including selection of language features, using digital tools as appropriate","exploring how language features such as vocabulary and sentence structure help shape a text and give it meaning|acknowledging and exploring First Nations Australians’ ways of representing and communicating information about anatomical features|developing a digital presentation to share information about the structural features or behaviours of animals and plants in a particular habitat|constructing a persuasive text for local council to argue the use of an erosion mitigation strategy in a local area|co-authoring a scientific report on an investigation into the behaviours of light using appropriate vocabulary, data representations and sentence structures|exploring whether there is a ‘correct’ way of representing particles and creating an animation to teach other students about the particulate nature of matter",
AC9S6U01,Science,Year 6,,Science Understanding,investigate the physical conditions of a habitat and analyse how the growth and survival of living things is affected by changing physical conditions,"identifying the physical conditions in an aquatic or terrestrial habitat and how they change over time|investigating how changes to physical conditions such as salinity, soil type, sunlight or temperature affect plant growth|examining how changes in physical conditions such as temperature, light availability and rainfall affect animals, such as corals, honey bees or flying foxes, and predict impacts of these changes|investigating changes in physical conditions that are the result of human activity and exploring the impact of these on living things, such as the impact of urban lighting on nocturnal and migratory animals|investigating the effect of physical conditions on the growth of bread mould colonies in sealed plastic bags|recognising that environmental conditions can affect stages of life, such as ponds drying up, seeds requiring water to germinate, or temperatures being too hot or cold for eggs to hatch|investigating First Nations Australians’ knowledges and understandings of the physical conditions necessary for the survival of certain plants and animals",
AC9S6U02,Science,Year 6,,Science Understanding,"describe the movement of Earth and other planets relative to the sun and model how Earth’s tilt, rotation on its axis and revolution around the sun relate to cyclic observable phenomena, including variable day and night length","exploring simulations of the solar system such as a pocket solar system to appreciate the distances and relationships between the sun and planets|recognising the role of gravity in keeping the planets in orbit around the sun|using 3-dimensional models or role-play to model how Earth’s rotation on its axis causes day and night|using virtual simulations or real-time views of Earth from space to explore why different regions on Earth, such as the South Pole, experience long periods of sunlight or darkness over the cycle of one revolution of Earth around the sun|using 3-dimensional models to explore how the tilt of Earth points one hemisphere towards the sun and the other away at different times of the year, and predicting how this affects the amount of sunlight on the surface of different regions on Earth|researching First Nations Australians’ understandings of the night sky and its use for timekeeping purposes as evidenced in oral cultural records, rock paintings, paintings and stone arrangements",
AC9S6U03,Science,Year 6,,Science Understanding,"investigate the transfer and transformation of energy in electrical circuits, including the role of circuit components, insulators and conductors","identifying necessary components for an electric circuit such as a source of electrical energy and conducting material such as metal wires|constructing a real or virtual circuit to examine requirements to allow the flow of electricity, including exploring the construction and role of switches|constructing representations of electrical circuits and their components using accepted conventions|examining the purpose of different components such as switches and bulbs and exploring use of ammeters to measure current|investigating different electrical conductors and insulators and examining why they may be used|exploring how electricity is used in the home and identifying electrical hazards and safety measures used to mitigate these hazards",
AC9S6U04,Science,Year 6,,Science Understanding,"compare reversible changes, including dissolving and changes of state, and irreversible changes, including cooking and rusting that produce new substances","discussing what makes a change reversible or irreversible, using everyday examples|examining the substances produced in cooking and rusting and comparing them with the original substances|comparing how the amount of heat energy added affects whether a change in state or an irreversible change occurs|describing how dissolved substances are reclaimed from solutions|exploring how reversible changes can be used to recycle materials|investigating First Nations Australians’ knowledges of reversible processes such as the application of adhesives and of irreversible processes such as the use of fuels for torches",
AC9S6H01,Science,Year 6,,Science as a Human Endeavour,examine why advances in science are often the result of collaboration or build on the work of others,"investigating how contemporary restorative ecology adapts and builds on the traditional ecological knowledges of First Nations Australians|exploring how international scientific collaboration can answer complex questions about the abiotic factors that affect the growth and survival of living things in Antarctica|examining why ecologists collaborate with engineers and computer scientists to develop remote sensing techniques, identify patterns in habitat change and make predictions|constructing a timeline to show how contributions and collaboration of scientists, mathematicians and astronomers from many countries have advanced our ideas about space and the solar system through development of models, gathering of evidence and, more recently, space exploration|investigating how astronauts and scientists from many different countries have collaborated in the International Space Station program|investigating why scientists changed the phosphate levels in detergents to prevent algal blooms",
AC9S6H02,Science,Year 6,,Science as a Human Endeavour,"investigate how scientific knowledge is used by individuals and communities to identify problems, consider responses and make decisions",exploring how communities consider the impact of aquatic noise pollution when designing guidelines for water sports|investigating how people use knowledge of conditions that reduce mould or bacterial growth when considering food packaging and storage|considering how people use electrical device guidelines to help ensure safety of children|investigating why underground power cables were developed and how local government authorities use scientific knowledge about power safety when considering converting to underground power,
AC9S6I01,Science,Year 6,,Science Inquiry Skills,pose investigable questions to identify patterns and test relationships and make reasoned predictions,"posing investigable questions to identify patterns, such as: ‘What type of material is the best conductor and what is the best insulator?’|posing investigable questions to test relationships, such as: ‘Will more salt dissolve in warm water than in cold water?’|discussing and refining questions to enable scientific investigation|making reasoned predictions about the physical conditions that will result in the largest mould colonies growing on bread|making reasoned predictions about electrical circuit function based on a picture or diagram of a circuit",
AC9S6I02,Science,Year 6,,Science Inquiry Skills,"plan and conduct repeatable investigations to answer questions including, as appropriate, deciding the variables to be changed, measured and controlled in fair tests; describing potential risks; planning for the safe use of equipment and materials; and identifying required permissions to conduct investigations on Country/Place","considering different ways to approach investigations including researching, using trial and error, experimental testing, field observations, accessing digital tools to collect and manage data and using virtual simulations|determining which is the variable being tested and which variable is being measured, and which other variables might affect their investigations and need to be kept the same|identifying potential risks to themselves or others when conducting an investigation and explaining rules for safe processes and use of equipment and materials|consulting with First Nations Australians land councils in seeking permissions to conduct scientific investigations on traditional Lands and seeking guidance regarding culturally sensitive locations during field work",
AC9S6I03,Science,Year 6,,Science Inquiry Skills,"use equipment to observe, measure and record data with reasonable precision, using digital tools as appropriate","selecting and using instruments with the correct scale for measuring data with appropriate accuracy, such as a multimeter|recording data in tables and diagrams or electronically as digital images and spreadsheets|discussing why precision is important in measurement, and the possible effect of low precision on investigation findings|recording data using standard units, such as volt, ampere, gram, second and metre, and developing the use of standard prefixes for metric units such as kilo- and milli-|using digital tools such as digital thermometers or soil moisture probes to collect data over time and record data in spreadsheets",
AC9S6I04,Science,Year 6,,Science Inquiry Skills,"construct and use appropriate representations, including tables, graphs and visual or physical models, to organise and process data and information and describe patterns, trends and relationships","exploring how different representations can be used to show different aspects of relationships, processes and trends|representing circuits using virtual simulations or circuit diagrams and indicating the direction of electricity flow|using line graphs to show changes in growth over time under different physical conditions|developing a physical model of the sun and Earth using objects or role-play to describe their relative positions when a place on Earth is in day or night|organising information in graphic organisers to describe patterns and trends",
AC9S6I05,Science,Year 6,,Science Inquiry Skills,"compare methods and findings with those of others, recognise possible sources of error, pose questions for further investigation and select evidence to draw reasoned conclusions","working collaboratively to identify the strengths and weaknesses of their own and others’ investigations including where testing was not fair and practices could be improved|recognising errors that could have occurred during investigations, including changing too many variables, incorrect or misreading of measurements, or changes in environmental factors|comparing and contrasting data collected by different individuals or groups to discuss similarities and differences in their findings and posing questions about differences for further investigation|comparing and contrasting evidence selected by different individuals or groups from similar data|evaluating the inferences made from observations and analysis of the data to draw a reasoned conclusion",
AC9S6I06,Science,Year 6,,Science Inquiry Skills,"write and create texts to communicate ideas and findings for specific purposes and audiences, including selection of language features, using digital tools as appropriate","constructing a scientific report to share findings, such as how plants responded to changes in physical conditions such as temperature or salinity, and using appropriate vocabulary, data representations, units and sentence structures|creating an imaginative text about a future in which humans live on other planets with differing day lengths, and how they manage the social implications of this, such as keeping track of time or calculating human ages|acknowledging and exploring First Nations Australians’ ways of representing and communicating understandings of the night sky and its use for timekeeping purposes through rock paintings, paintings and stone arrangements|designing a product that uses electrical circuits and performing a sales pitch to have the product mass produced|constructing a poster or slideshow comparing everyday examples of reversible and irreversible change",
