Code,Subject,Year Level,Band,Strand,Descriptor,elaborations,Linked Achievement IDs
AC9HS4K09,HASS,Year 4,,Knowledge and Understanding,"diversity of cultural, religious and/or social groups to which they and others in the community belong, and their importance to identity","identifying diversity through the different social, cultural and religious groups students belong to and describing what makes them feel that they belong to the groups|listing and comparing the different beliefs, traditions and symbols used by groups|recognising that the identity of First Nations Australians is shaped by Country/Place, language and knowledge traditions",
AC9HS4S01,HASS,Year 4,,Inquiry and Skills,"develop questions to guide investigations about people, events, places and issues","asking questions before, during and after an investigation, using tools such as a KWL chart (what they know, what they want to know and what they have learned) and five W’s + H (who, what, when, where, why and how)|developing “How do we know?” questions for evidence; “How are these ideas connected to each other? What is similar/different about what you have found out?” questions about comparisons; “What could be done?” questions about alternatives; “Is that right or fair?” questions about decisions in the past and present; “How did/do certain groups respond/act when…?” questions about diverse groups; “What rules apply when…? Who was/is involved…?” questions about rules and citizenship|discussing how an investigation about the past, such as through a museum display, video or interactive website, is guided by questions at different stages, including “Why is that important now?”|developing questions that address the disciplinary concepts; for example, “What was the cause…?”, “Why was this event significant?”, “How did daily life change?”, “What are the characteristics of this place?”, “How can we manage resources sustainably?”, “What rules are used by different groups I belong to?” and “What laws protect our local environment?”",
AC9HS4S02,HASS,Year 4,,Inquiry and Skills,"locate, collect and record information and data from a range of sources, including annotated timelines and maps","identifying the types of sources suited to historical, geographical and civic inquiry contexts (for example, paintings, maps and written records/accounts to investigate the First Fleet or a local environment; newspaper articles and database information to investigate the cultural diversity of the local community or to respond to a civic or geographic issue such as recycling; traditional ballads and stories to investigate historical events or cultural groups in the community) and discussing why particular sources might be suitable for a particular context|brainstorming ways that information might be collected for an inquiry, such as surveys, interviews and tallying, and choosing, with teacher guidance, the most effective sources of data; for example, the internet, thematic maps, photographs, satellite imagery, field data collection, interviewing members of local government|exploring stories about the groups people belong to; for example, cultural groups such as groups that value First Nations Australian or Asian heritage; interest and community groups such as recreational and volunteering organisations; and gender or religious groups|using graphic organisers, timelines, maps, graphs or tables to display data and information (for example, a food web; consequence wheels for an issue; creating a timeline related to the First Fleet; mapping locations of different types of vegetation, the loss of native species, the movement of peoples over time, or social, cultural and religious groups in Australia’s society) and using digital applications as appropriate",
AC9HS4S03,HASS,Year 4,,Inquiry and Skills,interpret information and data displayed in different formats,"decoding the meaning of symbols and emblems associated with Australian history, geography and civic life, and applying an understanding of conventions, vocabulary and symbols when interpreting large-scale maps|interpreting the data presented in picture, line, bar or column graphs to identify trends; for example, explaining survey results about types of waste produced in the school or how people participate in the community|interpreting thematic maps and using online satellite images to describe the environmental characteristics of a continent or region, or to identify a particular characteristic, such as equatorial rainforests or clearance of natural vegetation for farming and settlement|comparing environments in places of similar climate and vegetation that are located on different continents; for example, sandy, icy and stony deserts of Australia, Africa and South America",
AC9HS4S04,HASS,Year 4,,Inquiry and Skills,"analyse information and data, and identify perspectives","comparing information in sources to identify evidence of change; for example, First Nations Australian, Dutch and French place names on Australia’s west coast|analysing information collected from interviews with different people about the same issue; for example, developers, businesspeople and their employees, council members, local Elders and conservationists, regarding the management of resources|analysing information gathered through visible thinking strategies to examine a group of paintings and/or maps across a period of time to explore evidence of continuity and change, and significant events in Australia pre- and post-1788 (for example, images of First Nations Australian rock painting depicting early interactions and trade with the Macassans) and comparing it with written information from a historian|exploring different perspectives about a historical event (for example, the perspectives of convicts, soldiers, free settlers and First Nations Australians on the arrival of the First Fleet) or a contemporary issue, such as a school issue or an environmental issue",
AC9HS4S05,HASS,Year 4,,Inquiry and Skills,draw conclusions based on analysis of information,"describing risks in past times, such as those involved in sea travel, exploration and colonisation|explaining how seeking resources is connected to trade, world exploration, colonisation, economic development and environmental change,|analysing sources to draw conclusions; for example, “What are the relationships between plants and animals in an ecosystem?”, “What can local government do to improve services?” and “How do students benefit from school rules?”",
AC9HS4S06,HASS,Year 4,,Inquiry and Skills,propose actions or responses to an issue or challenge that consider possible effects of actions,"participating in cooperative strategies that enable decision-making about roles and responsibilities in relation to an issue that may be of concern to the students (for example, waste management in their school or protecting a habitat for an endangered species) and identifying resources needed to support the actions and likely outcomes|forecasting a probable future and a preferred future relating to an environmental, local government or cultural issue; for example, developing a future scenario of what oceans will be like if humans continue to allow waste plastic to enter waterways, and a preferred scenario of what oceans would be like if plastics were to be replaced by degradable materials|reflecting on personal behaviours and identifying attitudes that may affect aspects of the environment at a local or global level; for example, pouring paints down the sink, using products sourced from cleared rainforests and proposing awareness-raising strategies to reduce impacts on the environment|proposing possible actions that could be taken to address an issue (for example, improving the management of waste in the school, choosing products that do not reduce wild animals’ habitats) and identifying resources needed to support the actions and likely outcomes (for example, composting lunch waste and using it on the school garden, making socially responsible decisions)",
AC9HS4S07,HASS,Year 4,,Inquiry and Skills,"present descriptions and explanations, drawing ideas from sources and using relevant subject-specific terms","describing the relative location of different features in a place by distance and compass direction; for example, the distance from their home to the local waste management site, the route of a navigator|using accurate and subject-appropriate terms when speaking, writing and illustrating; for example, using historical terms such as “exploration”, “navigation”, “trade”, “penal”, “transportation”, “contact” and “colonisation”; using geographical terms such as “continents”, “countries”, “natural resources”, “vegetation”, “environments”, “ecosystems”, “sustainability”, “consumption”, “waste” and “management”; and using civic terms such as “local government”, “decision-making”, “services”, “roles”, “responsibilities”, “rules”, “laws” and “belonging”",
AC9HS5K01,HASS,Year 5,,Knowledge and Understanding,"the economic, political and social causes of the establishment of British colonies in Australia after 1800","investigating the reasons for the establishment of different types of colonies in Australia, such as a penal colony (for example, Moreton Bay, Van Diemen’s Land) or a colony for free settlers, as in South Australia and Victoria|investigating economic reasons for the establishment of different colonies in Australia, such as the acquisition of land and resources, and the economic situation in Britain, including high unemployment and poverty|investigating political reasons for the establishment of different colonies in Australia, such as expanding the British empire and the threat that other countries might want to expand their territories|investigating social causes of the establishment of different colonies in Australia, such as overcrowded cities, high crime rates and overflowing prisons",
AC9HS5K02,HASS,Year 5,,Knowledge and Understanding,"the impact of the development of British colonies in Australia on the lives of First Nations Australians, the colonists and convicts, and on the natural environment","investigating colonial life to discover what life was like at that time for different inhabitants (for example, a First Nations Australian community and a European community, a convict and a free settler, a “squatter”, a sugarcane farmer and an indentured labourer), the challenges they faced and responses they made in terms of clothing, access to food and water, leisure, paid and unpaid work, use of technologies, shopping or trade, language, housing and children’s lives|mapping settlement patterns in the 1800s, noting factors that shaped these patterns (for example, geographical features, climate, access to land for farming and grazing, water resources, the discovery of gold, transport and access to port facilities) and the impact these settlement patterns had on the local environment and its ecosystems (for example, comparing the present and past landscape, and the flora and fauna of the local community, including introduced species)",
AC9HS5K03,HASS,Year 5,,Knowledge and Understanding,"the role of a significant individual or group, including First Nations Australians and those who migrated to Australia, in the development of events in an Australian colony","investigating an event or development and explaining its economic, social or political impact on a colony; for example, the impact of Blaxland, Wentworth and Lawson travelling across the Blue Mountains in 1813 on the expansion of farming; the impact of the exploration of the interior by figures such as Mitchell, Oxley and Sturt on frontier conflict; the impact of the introduction of merino sheep on economic development; the impact of the Eureka Stockade on the development of democracy; the impact of internal exploration and the advent of rail on the expansion of farming; the impact of Bennelong as a mediator between two cultures|creating “what if” scenarios by constructing different outcomes for a key event; for example, “What if Peter Lalor had encouraged gold miners to pay rather than resist licence fees?”, “What if Arthur Phillip had not captured Bennelong?”, “What if Chinese immigrants were not allowed to land in Robe, South Australia, during the gold rush?”, “What if Governor Macquarie had not been removed by his enemies in 1821?”, “What if he had not opened the Parramatta Native Institution?”|investigating the experiences and contributions of a particular migrant group within a colony, such as the Germans in South Australia, Japanese in Broome, Afghan cameleers in the Northern Territory, Chinese at Palmer River, and Pacific Islanders in the Torres Strait|examining the development of at least one primary industry sector of the economy during the 1800s, such as wheat, wool, meat, whaling, sugar cane, pearling or mining, including the involvement of First Nations Australians|examining the roles of key women in the early Australian Colonies, such as Elizabeth Macarthur, Edith Cowan, Maria Lock, Mary Bryant, Mary Reiby, Mary McKillop, and Truganini,|examining the roles and impacts of key administrative and political figures such the early colonial governors, and First Nations warriors such as Windradyne.",
AC9HS5K04,HASS,Year 5,,Knowledge and Understanding,"the influence of people, including First Nations Australians and people in other countries, on the characteristics of a place","identifying how First Nations Australian communities altered the environment and sustained ways of living through their methods of land and resource management; for example, firestick farming|exploring the extent of change in the local environment over time (for example, through vegetation clearance, fencing, urban development, drainage, irrigation, erosion, farming, the introduction of grazing livestock such as sheep and cattle, forest plantations or mining), and evaluating the effects of change on economic development and environmental sustainability|exploring examples of positive influences people have on the characteristics of places; for example, reforestation, land-care groups, rehabilitating former mining, industrial or waste disposal sites|identifying positive and negative influences of people on places in other countries, including countries in Asia, Europe and North America",
AC9HS5K05,HASS,Year 5,,Knowledge and Understanding,"the management of Australian environments, including managing severe weather events such as bushfires, floods, droughts or cyclones, and their consequences","exploring how environments are used and managed, the practices and laws that aim to manage human impact, the use of zoning to manage local environments, creation of wildlife corridors and national parks|examining how changes due to environmental practices create issues, such as water shortages and increased floods and bushfires, the impact of issues on places and communities, and how people can mitigate the impacts through building codes, zoning, firebreaks and controlled burns, and efficient irrigation",
AC9HS5K06,HASS,Year 5,,Knowledge and Understanding,"the key values and features of Australia’s democracy, including elections, and the roles and responsibilities of elected representatives","discussing the meaning of democracy, the importance of the key values of Australian democracy (for example, freedom of election and being elected; freedom of assembly and political participation; freedom of speech, expression and religious belief; rule of law; other basic human rights) and how students apply democratic values in familiar contexts, such as how religious tolerance might be achieved in a free democratic society|discussing the Australian citizenship pledge and the official statement of Australian values published by the federal government and what can be learnt about key values and Australian democracy from this material|exploring the secret ballot, compulsory voting and preferential voting as key features of Australia’s democracy|recognising the role of the Australian Electoral Commission in administering elections that are open, free and fair|discussing key features of Australia’s voting system, such as who has the right to vote and stand for election in Australia, including when women and First Nations Australians were first allowed to vote|considering the responsibilities of electors, including enrolling to vote, being informed and voting responsibly|identifying the characteristics that would make for a “good” representative at the local, state/territory or national level",
AC9HS5K07,HASS,Year 5,,Knowledge and Understanding,how citizens (members of communities) with shared beliefs and values work together to achieve a civic goal,"discussing how and why people volunteer for community groups such as religious and other charities, rural fire services, surf life-saving clubs, emergency services groups, First Nations community groups and youth groups|using social media to share and discuss ideas about how people can work together as local, regional and global citizens; for example, to promote access to educational opportunities for women and girls in developing countries|examining First Nations Australian organisations and the services they provide",
AC9HS5K08,HASS,Year 5,,Knowledge and Understanding,"types of resources, including natural, human and capital, and how they satisfy needs and wants","categorising resources as natural such as water, coal, wheat; human such as workers, business owners, volunteers, managers; and capital such as tools, machines, technologies|identifying and categorising the factors of production used in the production of goods and services that satisfy the needs and wants of a local community|distinguishing between needs and wants, and how resources might be used more sustainably to meet these needs and wants into the future",
AC9HS5S01,HASS,Year 5,,Inquiry and Skills,"develop questions to investigate people, events, developments, places and systems","asking questions that address relevant disciplinary concepts before, during and after an investigation to frame and guide the stages of an inquiry; for example, “What caused Britain to establish Australian colonies after 1800?”, “What does this source indicate about the significance of an event?”, “How do secondary sources differ and what can I determine from primary sources?”, “How do the sources help me answer my questions and reach conclusions?”|developing different types of questions for different purposes, such as probing questions to seek details, open-ended questions to elicit more ideas, and practical questions to guide financial choices|developing questions to guide the identification and location of useful sources for an investigation or project; for example, “Is this source useful?”, “Who can help us do this project?”, “What rules/protocols must we follow when we do this inquiry/project?”, “What resources do we need to conduct this project?”",
AC9HS5S02,HASS,Year 5,,Inquiry and Skills,"locate, collect and organise information and data from primary and secondary sources in a range of formats","finding information in primary sources about the past (for example, maps, stories, songs, music, dance, diaries, official documents, artworks, artefacts, newspapers of the day, advertisements) and about geography (for example, fieldwork and photographs), and from secondary sources (for example, books, internet articles, maps, plans and reports in digital and non-digital form)|using geospatial tools such as a globe, wall map or a digital application to collect information; for example, to identify the influences of people on the characteristics of places in other countries, or the location of information they have collected through fieldwork|conducting surveys or interviews to gather primary data that support decision-making processes when investigating an issue, and summarising the key points or particular points of view; for example, surveying the views of conflicting parties in a planning or environmental dispute|categorising information using digital and non-digital graphic organisers, such as flow charts, consequence wheels, futures timelines, Venn diagrams, decision-making matrixes and bibliography templates, for an appropriate purpose; for example, creating flow charts that show the steps in an electoral process such as a class vote or a local council election, or the sequence of steps to rehabilitate a natural area, or the sequence of actions in achieving a civic goal|constructing timelines, maps, tables and graphs using appropriate digital applications and cartographic conventions, such as border, source, scale, legend, title and north point, to display data and information; for example, the movement of peoples over time in a colony, a sequence of key events, the population growth of an Australian colony, cultural and religious groups in Australia at different times, information on needs and wants",
AC9HS5S03,HASS,Year 5,,Inquiry and Skills,"evaluate information and data in a range of formats to identify and describe patterns and trends, or to infer relationships","interpreting data presented in a line, bar, column or pie graph; for example, data about election results, common influences on the purchases of class members, the likelihood of an outcome or event reoccurring|examining visual and written sources to infer relationships; for example, examining photographs to see how people respond to droughts in enterprising ways; examining maps to investigate patterns in the characteristics of a place; investigating written sources to explore patterns in the development of colonial society|exploring maps and sources showing First Nations Australians’ language groups and Countries/Places, to explain the diversity of their connections to Country/Place",
AC9HS5S04,HASS,Year 5,,Inquiry and Skills,"evaluate primary and secondary sources to determine origin, purpose and perspectives","identifying inferred messages, stereotypes and over-generalisations relating to age, gender, ethnicity, ability, religion and/or politics, and other beliefs or attitudes presented in sources and media of the past (for example, a newspaper caricature or photos of a colonial-era Chinese goldfield worker, businesspeople, First Nations Australians, South Sea Islander workers, women and children) and in sources and media of the present, such as social media opinions about a particular industry|evaluating the accuracy and the perspectives in information gained from primary and secondary sources; for example, checking publication details for the author of speeches, advertisements, campaign materials, symbols and how-to-vote cards, or comparing sources of evidence to identify similarities and/or differences in accounts of the past that reflect different perspectives|comparing sources of evidence to identify similarities and/or differences in accounts of and perspectives on the past; for example, comparing the differing experiences and feelings of miners, Chinese workers, women, children, leaders and First Nations Australian occupants during the Eureka Stockade; comparing colonial descriptions of Burke and Wills’s achievements with those that have been recently published giving First Nations Australian perspectives; comparing representations of Ned Kelly in past and present publications",
AC9HS5S05,HASS,Year 5,,Inquiry and Skills,develop evidence-based conclusions,"identifying valid evidence that can be used to form a conclusion and considering the difference between a conclusion based on evidence and one based on personal preference or on the use of limited sources|drawing conclusions based on identified evidence from primary and secondary sources that consider differing information; for example, using analysis and evaluation of primary sources such as images, posters and newspaper articles, and secondary sources such as books and websites, on which to base conclusions|drawing conclusions that demonstrate consideration of questions, understanding of disciplinary concepts and evidence|drawing conclusions about a community and/or the environment; for example, changing democratic values from past to present, patterns of human consumption and changes in environments|considering the primary and secondary sources used and how this may have influenced the validity of the conclusions of the inquiry; for example, the reliability of information in a source such as a government agency website versus a private blog, the date a secondary source was created and the views that prevailed at the time",
AC9HS5S06,HASS,Year 5,,Inquiry and Skills,propose actions or responses to issues or challenges and use criteria to assess the possible effects,"forecasting probable futures for an issue; for example, how native fauna populations might change if an introduced species such as the cane toad, carp, feral cats or rabbits continues to increase in population and proposing preferred futures that relate to the issue|undertaking a project that responds to an identified challenge or issue with strategies to be used that will achieve desired outcomes; for example, a school fundraising activity, an ecological preservation project, a school-based opinion poll about a relevant issue|asking questions in order to consider potential effects; for example, “What could be the effects of my purchasing decisions?”, “Are needs and wants the same for everyone?”, “Why can’t all needs and wants be satisfied?”, “How can I contribute to a sustainable environment?”|participating in a relevant democratic process, such as class votes, mock parliament and school decision-making processes such as student councils|making judgements about how effectively challenges have been addressed in the past (for example, relative success of a response to challenges during colonial settlement) or how effectively a current challenge is being addressed (for example, the solution to an environmental issue or a strategy for economic development)|using criteria to evaluate the possible options that people could take to resolve challenges, such as improving water quality, managing excess waste and providing resources, and using criteria to improve responses in communities to environmental hazards; for example, considering economic factors such as needs, wants and costs, as well as environmental, health and social factors",
AC9HS5S07,HASS,Year 5,,Inquiry and Skills,"present descriptions and explanations, drawing ideas, findings and viewpoints from sources, and using relevant terms and conventions","selecting and referencing ideas and viewpoints from letters, graphs, tables, timelines, photographs and pictures, in descriptions and explanations|using accurate and subject-appropriate terms; for example, historical terms such as “colonial”, “the gold era”, “migration” and “penal”; geographic terms such as “characteristics”, “environmental”, “human”, “ecosystems”, “sustainable”, “settlement” and “management”; civics terms such as “electoral process”, “democracy”, “shared beliefs”; and economic terms such as “scarcity”, “choices”, “resources” and “needs and wants”",
AC9HS6K01,HASS,Year 6,,Knowledge and Understanding,"significant individuals, events and ideas that led to Australia’s Federation, the Constitution and democratic system of government","studying Australia’s path to Federation through an examination of key people and events, such as Henry Parkes, Edmund Barton, Alfred Deakin, George Reid, John Quick, the Tenterfield Oration, the Corowa Conference and the referendums held in the colonies between 1898 and 1900|exploring how the United States of America’s model of federalism (the Washington system) contributed to the ideas for Andrew Clark’s first draft of the Constitution|investigating how Australia’s system of law and government has origins in the Magna Carta, the English Civil War and Westminster system and, therefore, why we have a constitutional monarchy and why there was a separation of powers (legislative, executive, judiciary)",
AC9HS6K02,HASS,Year 6,,Knowledge and Understanding,"changes in Australia’s political system and to Australian citizenship after Federation and throughout the 20th century that impacted on First Nations Australians, migrants, women and children","describing the significance of the 1962 right to vote federally and the importance of the 1967 referendum for First Nations Australians|investigating developments in advancing democracy and citizenship for women, such as the suffragette movement, the right to vote, the bar on married women working, equal pay and the Sex Discrimination Act 1984|investigating developments in advancing democracy and citizenship for all citizens, including migrant groups; for example, the establishment of the minimum wage, anti-discrimination legislation and official national multicultural policy|investigating the experiences of children who were placed in orphanages, homes and other institutions; for example, their food and shelter, protection, education and contacts with family",
AC9HS6K03,HASS,Year 6,,Knowledge and Understanding,"the causes of people migrating to Australia since Federation and throughout the 20th century, their stories and effects on Australian society, including migrants from the Asia region","exploring push and pull factors that have contributed to people migrating to Australia, including economic factors, conflict and seeking political refuge, and inquiring into why particular 20th century migrant groups came to Australia; for example, migrants from Europe following the Second World War, migrants from South-East Asia due to conflict, the Assisted Passage Migration Scheme|exploring individual narratives, using primary sources such as letters, documents and historical objects to interview and record an oral history of, for example, migration related to students’ own family histories, and then outlining the journey and circumstances of arrival based on the sources, using approaches such as drama or digital presentations.|describing cultural practices related to family life, beliefs and customs of newly arrived migrant groups and exploring how these practices changed the communities in which they settled within Australia|examining population data that show the places of birth of Australia’s people at one or more points of time in the past and today|investigating the role of specific cultural groups in Australia’s economic and social development in, for example, the cattle industry, the Snowy Mountains Scheme and the pearling industry|considering the contributions to Australia of notable Australians who were migrants or from migrant families, across a range of fields; for example, Hieu Van Le (the 35th Governor of South Australia), Sir Frank Lowy, Marita Cheng, Dame Marie Bashir",
AC9HS6K04,HASS,Year 6,,Knowledge and Understanding,"the geographical diversity and location of places in the Asia region, and its location in relation to Australia","exploring the diversity of environments and types of settlement in the Asia region, in part of the region, or in a country in North-East, South-East or South Asia, and discussing any patterns|investigating the differences in the population size and life expectancy of people in different Asian countries|describing the location of places in countries of the Asia region in absolute terms, using latitude and longitude|comparing the daily lives of people in other countries, in terms of food, clothing, personal and household goods, housing and education, and differences between the wealthy and poor in a country|identifying examples of Indigenous peoples who live in different regions in Asia, such as Orang Asli of Malaysia and Indonesia, the Tibetans and the Mongols, and appreciating their similarities and differences, and the ways they have lived sustainably over time|researching the proportion of the Australian population and of the population from their local area who were born in each world cultural region, using data from the Australian Bureau of Statistics, and then comparing aspects of selected cultures",
AC9HS6K05,HASS,Year 6,,Knowledge and Understanding,Australia’s interconnections with other countries and how these change people and places,"using geospatial tools such as a globe, wall map or a digital application, to identify the geographical divisions of the world, including the Asia and Pacific regions|researching connections between Australia and countries in the Asia and Pacific regions in terms of migration, trade, tourism, aid, education, defence or cultural influences, and explaining the effects of at least one of these connections on their own place and another place in Australia|exploring the provision of Australian government or non-government aid to a country in the Asia and Pacific regions or elsewhere in the world and analysing its effects on places in that country",
AC9HS6K06,HASS,Year 6,,Knowledge and Understanding,"the key institutions of Australia’s system of government, how it is based on the Westminster system, and the key values and beliefs of Western democracies","explaining the role of the monarchy and its representatives in Australia, including the Governor-General, and the parliaments and courts in Australia’s system of government|comparing the Australian system of government with the Westminster system; for example, recognising that the House of Representatives and the Senate in Australia are a Lower and Upper House of Parliament, as are the House of Commons and the House of Lords in the Westminster system, but the Senate has elected members|investigating sites, virtually or in situ, associated with key democratic institutions to explore their roles, such as Parliament House and the High Court in Canberra|exploring how bills are debated and scrutinised; for example, the role of parliamentary committees and the ability of citizens to make submissions to these committees|examining the role of the Executive in relation to the development of policies and the introduction of bills, including the role of Cabinet in approving the drafting of a bill and the role of the public service in drafting and implementing legislation|investigating the impact of the Western democracies such as France and the United States of America on our constitution, and the impact of British law on the Australian system of law, as well as the origin of values such as freedom of speech, equality before the law and social justice",
AC9HS6K07,HASS,Year 6,,Knowledge and Understanding,the roles and responsibilities of the 3 levels of government in Australia,"sorting and categorising the roles and responsibilities of the 3 levels of government (local, state/territory and federal)|identifying issues where federal and state parliaments both have the power to make laws, and recognising that federal law will override the state law if federal and state laws conflict on these issues|investigating the origins of new laws; for example, from party policy, perhaps announced during an election campaign; from suggestions by members and senators; from interest groups in the community|identifying instances where there may be multiple levels of government involved; for example, in relation to the environment such as management of the Murray–Darling river system|categorising the different types of laws and regulations in their community, which level of government makes those laws, and who enforces them; for example, road laws, health laws, pollution laws",
AC9HS6K08,HASS,Year 6,,Knowledge and Understanding,influences on consumer choices and strategies that can be used to help make informed personal consumer and financial choices,"identifying goods they have purchased, and categorising and explaining factors that influence consumer purchasing decisions, including personal preferences, social trends, economic factors such as budgets and the amount of money available to spend, psychological factors such as advertising and peer pressure, and cultural, environmental, legal and ethical factors|comparing the influence of a variety of selling and advertising strategies used by businesses on consumer choices; for example, the influence of television and internet advertising compared to email promotions|recognising that financial transactions can include the use of notes, coins, credit and debit cards, and barter items; explaining the advantages and disadvantages of the different transaction types; and considering how these may influence the way people purchase items|exploring the strategies that can be used when making consumer and financial decisions, such as finding more information, comparing prices, keeping a record of money spent and saving for the future|exploring how a decision to buy an item at the local supermarket affects the family (for example, “Did the family have to put off buying another item to have this one?”) and the local community, such as providing jobs|considering if their actions affect the environment; for example, “Does choosing local products rather than imports affect the environment?”",
AC9HS6S01,HASS,Year 6,,Inquiry and Skills,"develop questions to investigate people, events, developments, places and systems","asking questions that address relevant disciplinary concepts, before, during and after an investigation, to frame and guide the stages of the inquiry; for example, “What were the effects of migration on Australia?”, “What does this source indicate about the significance of an event?”, “How do secondary sources differ and what can I determine from primary sources?”, “How do the sources help me answer my questions and reach conclusions?”|developing different types of research questions for different purposes, such as probing questions to seek details, open-ended questions to elicit more ideas, practical questions to guide the application of enterprising behaviours, and ethical questions regarding sensitivities and cultural protocol|mind-mapping a concept to create research questions that reveal connections between economic, political, and/or environmental systems; for example, “How do the purchases my family makes influence the environment?”, “How do laws aim to ensure sustainable use of resources in the products we use?”, “What actions can consumers take to ensure their purchases protect the environment?”",
AC9HS6S02,HASS,Year 6,,Inquiry and Skills,"locate, collect and organise information and data from primary and secondary sources in a range of formats","determining the most appropriate range of methods to find information, including digital tools, such as personal observation, interviews and surveys, internet searches, census data, and primary and secondary sources, and using excursions and field trips; for example, a study trip to wetlands, or a visit to a war memorial, a cultural site, an Asian food festival, a courthouse, a town hall, a not-for-profit enterprise or a bank|identifying key words to search for relevant information when using search tools, such as internet search engines and library catalogues and indexes, and recognising that internet domain names “com”, “edu” and “gov” indicate the provenance of a source|surveying businesses in the local area to find out what influences their choices concerning the way they provide goods and services|creating maps, using spatial technologies and cartographic conventions as appropriate, including border, source, scale, legend, title and north point, to show information and data such as location; for example, a large-scale map to show the location of places and their features in Australia and countries of Asia; a flow map or small-scale map to show the connections Australia has with Asian countries such as shipping or migration|developing flow charts to show steps in a sequence; for example, the flow of goods and services, the passage of a bill through parliament, the chain of events leading to the Formal Apology to the Stolen Generations, and timelines to show the chronological sequence of key events, ideas, movements and lives",
AC9HS6S03,HASS,Year 6,,Inquiry and Skills,"evaluate information and data in a range of formats to identify and describe patterns and trends, or to infer relationships","examining sources to identify the causes, effects and significance of past events, developments and achievements in bringing about change; for example, the causes, effects and significance of the struggles for legal rights such as the Wave Hill walk-off and the Wik decision, and health and migration policies|using graphic organisers, maps and concept maps to identify patterns, such as settlement in regional agricultural areas, trends (for example, changes in Australian immigration statistics) and cause–effect relationships (for example, relationships between war and the movement of refugees), and the effects of consumer decisions on the individual, the broader community and on environmental sustainability|evaluating attitudes and actions of the past that now seem strange and unacceptable, and imagining what aspects of current society may be viewed in this way in the future|proposing reasons why socially sustainable practices such as negotiation, arbitration, reconciliation and cultural mediation resolve issues peacefully",
AC9HS6S04,HASS,Year 6,,Inquiry and Skills,"evaluate primary and secondary sources to determine origin, purpose and perspectives","examining the publishing details and content of a text to help clarify the publication’s purpose, to distinguish fact from opinion, to identify potential bias in the content, to assess its relevance, and to put information presented in a historical or geographical context|identifying persuasive techniques such as modality (for example, “would”, “could”, “may” and “might”) and the use of the passive voice (for example, “It is claimed by the government that…”) rather than the active voice (for example, “The government claims that...”), and considering reasons for these choices|discussing issues explored through sources where there are, or were, a range of views, such as deportation of South Sea Islanders from 1901, the vote for women, how to manage an environment more sustainably and the encouragement of migration, and proposing reasons for different perspectives|evaluating points of view about a sustainability issue; for example, considering producers’ and consumers’ views on the sustainable use of resources and the expertise of people expressing views",
AC9HS6S05,HASS,Year 6,,Inquiry and Skills,develop evidence-based conclusions,"identifying valid evidence that can be used to form a conclusion, and considering the difference between a conclusion based on evidence and one based on personal bias or preference, or one that is based on use of limited sources|drawing conclusions based on identified evidence; for example, using census data to construct arguments for and against migration; using business council information to identify the ways different businesses provide goods and services to a community|drawing conclusions that demonstrate consideration of questions, understanding of disciplinary concepts and evidence",
AC9HS6S06,HASS,Year 6,,Inquiry and Skills,propose actions or responses to issues or challenges and use criteria to assess the possible effects,"planning a project, campaign or enterprise around an identified challenge with specification of the sequence of tasks and activities, responsibilities and deadlines|brainstorming solutions to an issue that is significant to a group, collecting evidence to build a case for action that takes account of alternative views, minimises risks and mitigates any negative outcomes, and using negotiation to reach consensus on a preferred approach to resolving the issue|relating the decisions made by individuals and organisations to criteria used to evaluate options; for example, the criteria for Australian of the Year, for the award of the Order of Australia, for the selection of a school captain|determining a preferred option for action by identifying the advantages and disadvantages of different proposals, surveying people’s views and opinions, analysing the data, and debating and voting on alternatives|identifying the possible social, cultural, economic and environmental effects of consumer or financial choices and developing strategies to minimise negative effects",
AC9HS6S07,HASS,Year 6,,Inquiry and Skills,"present descriptions and explanations, drawing ideas, findings and viewpoints from sources, and using relevant terms and conventions","composing informative and persuasive texts, supported by evidence, to describe and explain conclusions from their economic, civic, historical and geographical inquiries|selecting and referencing findings and viewpoints from sources and visual materials such as journals, diaries, graphs, tables, timelines, photographs and pictures, in descriptions and explanations",
